text,sentiment
and to think that in february my biggest concern about march was running out of plastic bags,fear
indonesian capital closes schools for two weeks due to coronavirus concerns,fear
instead of naming the virus correctly coronavirus trump purposely does what he does with everything he dislikes not putting aside how serious this is it is still politics to him that is why america's allies under trump are hard to come by,anger
abuses for c2 communication twitter com/sslfhbl8ah,fear
lesson cost of living is never expensive it is the cost of lifestyle that is expensive,sadness
now international community talks about new world order and globalization when every country suffer this danger pandameic i mean what is going on while priority should be how can defeat covid19 and how can tackle the going on circumstances,sadness
student loan debt has nothing to do with the coronavirus this lady needs to shut up,anger
ben shapiro slams media for suggesting trump avoided this coronavirus question 'you're out of your mind' are you kidding me has the msm completely lost their damn minds good grief,anger
i was fine when my work shut down i was fine just hanging around but the coronavirus has gone too far now that my apartment pool is closed,anger
hearing original joe's restaurant in north beach just closed indefinitely and blasted rem's âit's the end of the world as we know itâ as they shut the doors not sure whether to laugh or cry thanks for the tidbit,anger
great idea be care full pravate people chances of spread of corona infection in between gvmc wards red highly sensitive wards / areas,enjoyment
"did you get your check yet why attacks on trump's""slow"" response to the virus are flooding my feed obama's former cdc director admitted sexual offender thomas frieden has condemned the us response to corona some people just do not know when to shut up",fear
here is a flight from xiamen to vancouver arriving within the next hour does and the really think that canadians are stupid to not find out pic twitter com/j1nszsnx19,anger
_them saints by the greatest virtue grain donation has been considered so this is the corona of the epidemic in the crisis period sant rampal ji maharaj with the blessings of place place the food on the sharing arrangement is being,enjoyment
girls be out here like if we do not use a condom will i get coronavirus no bitch but i'll give you gonorrhoea,anger
good i learn this method in lockdown period thanks mem,enjoyment
mr vivek joshi young artsit of school of paintings sent message to the people of and the on the corona virus through there marvellous art work in phad painting artist shanti lal joshi 941467750 9461331990 â¦,enjoyment
are you guys ordering clothes for eid i'm so confused where and for whom would i wear them broken_heart,sadness
i just hope this virus gets under control before tick season starts or else we will be dealing with corona with lyme,fear
ji line corona variants ppe kit workers you so much guruvar folded_hands folded_hands rose rose bouquet bouquet,enjoyment
having more money does not make you rich for this ladies red_heart,enjoyment
â56% of californians are expected to be infected with coronavirusâ oh i think the fuck not i'm moving to antarctica it is official,fear
why all financial capital towns are worst affected with like neither nor is affected in same ratio when compared to other financial capital towns of world,sadness
i will remember this fucking year till my last breathe angry_face_with_horns __19,anger
mtmar daily sports minute with discussing all the sports and leagues shutdown by the coronavirus the show will be on hiatus until the games resume,anger
